activityType,Date,Title,Distance,Time,AvgHR,MaxHR,AvgRunCadence,MaxRunCadence,AvgPace,BestPace,MaxAvgPower,AvgPower,MaxPower,TotalStrokes,AvgSwolf,AvgStrokeRate,BestLapTime,NumberLaps
Treadmill Running,2021-05-20 13:52:40,Treadmill Running,10.19,00:47:03,142,169,157,178,4:37,3:06,--,0,0,--,0,0,00:54.23.7,11
Treadmill Running,2021-05-21 15:35:08,Treadmill Running,5.93,00:30:04,129,137,154,158,5:04,4:18,--,0,0,--,0,0,04:38.93.7,6
Treadmill Running,2021-05-23 12:53:52,Treadmill Running,18.69,01:30:03,0,0,156,162,4:49,4:15,--,0,0,--,0,0,03:14.92.7,19
Treadmill Running,2021-06-05 12:46:34,Treadmill Running,9.35,00:45:02,131,156,154,169,4:49,3:53,--,0,0,--,0,0,01:30.23.3,10
Treadmill Running,2021-06-08 15:34:08,Treadmill Running,11.07,00:50:01,137,175,158,177,4:31,3:13,--,0,0,--,0,0,00:19.37.1,12
Treadmill Running,2021-06-11 23:01:11,Treadmill Running,6.08,00:30:03,128,143,153,160,4:56,4:21,--,0,0,--,0,0,00:24.54.2,7
Treadmill Running,2021-06-15 14:37:32,Treadmill Running,7.41,00:35:52,132,160,152,160,4:51,4:12,--,0,0,--,0,0,01:52.69.5,8
Treadmill Running,2021-06-21 13:12:07,Treadmill Running,12.27,01:00:02,0,0,153,159,4:53,4:11,--,0,0,--,0,0,01:21.32.8,13
Treadmill Running,2021-06-27 13:56:31,Treadmill Running,13.11,01:05:02,129,139,154,160,4:58,4:07,--,0,0,--,0,0,00:31.13.8,14
Treadmill Running,2021-07-01 14:59:47,Treadmill Running,10.01,00:45:53,146,173,158,175,4:35,3:24,--,0,0,--,0,0,00:02.56.2,11
Treadmill Running,2021-07-04 20:43:17,Treadmill Running,20.02,01:35:51,0,0,156,165,4:47,3:58,--,0,0,--,0,0,00:05.52.6,21
Treadmill Running,2021-07-09 15:28:53,Treadmill Running,8.98,00:40:59,0,0,157,165,4:34,3:53,--,0,0,--,0,0,04:11.64.3,9
Treadmill Running,2021-07-17 14:54:42,Treadmill Running,9.71,00:45:12,131,165,156,163,4:39,3:53,--,0,0,--,0,0,03:22.34.8,10
Treadmill Running,2021-11-23 18:00:27,Treadmill Running,7.20,00:45:15,151,185,120,217,6:17,2:20,--,0,0,--,0,0,00:05.30.3,25
Treadmill Running,2021-11-30 18:02:03,Treadmill Running,11.56,01:00:04,142,174,148,243,5:12,2:18,--,0,0,--,0,0,00:34.73.8,36
Treadmill Running,2021-12-07 17:59:55,Treadmill Running,12.20,01:06:17,142,179,141,234,5:26,1:55,--,0,0,--,0,0,00:32.20.3,41
Treadmill Running,2021-12-18 16:47:17,Treadmill Running,3.53,00:15:04,179,209,166,203,4:16,2:18,--,0,0,--,0,0,02:03.28.6,4
Treadmill Running,2021-12-21 18:01:05,Treadmill Running,11.54,00:57:28,147,163,154,199,4:59,2:07,--,0,0,--,0,0,00:59.56.9,30
Treadmill Running,2022-02-01 18:02:04,Treadmill Running,10.02,00:50:27,144,171,149,211,5:02,2:25,--,0,0,--,0,0,01:16.52.4,22
Treadmill Running,2022-02-08 17:59:01,Treadmill Running,11.19,00:55:51,151,176,151,198,4:59,2:38,--,0,0,--,0,0,01:16.29.2,23
Treadmill Running,2022-02-22 18:00:24,Treadmill Running,12.27,01:00:57,0,0,152,207,4:58,2:53,--,0,0,--,0,0,01:09.61.7,20
Treadmill Running,2022-03-15 18:00:54,Treadmill Running,11.62,01:00:03,141,172,148,190,5:10,3:07,--,0,0,--,0,0,00:37.90.1,16
Treadmill Running,2022-03-22 17:59:45,Treadmill Running,9.51,00:58:06,149,186,120,242,6:07,2:32,--,0,0,--,0,0,00:27.63.1,29
Treadmill Running,2022-04-05 18:01:47,Treadmill Running,10.22,00:51:30,142,184,149,192,5:02,3:01,--,0,0,--,0,0,01:46.44,14
Treadmill Running,2022-04-12 18:02:35,Treadmill Running,9.15,00:45:43,0,0,151,237,5:00,2:49,--,0,0,--,0,0,00:18.49,14
Virtual Cycling,2020-04-19 14:55:09,Zwift - Watopia,20.12,00:31:38,--,--,0,0,38.2,58.2,257,255,437,--,0,0,00:00.00,1
Virtual Cycling,2020-04-21 14:12:53,Zwift - London,21.35,00:46:02,--,--,0,0,27.8,79.1,186,179,345,--,0,0,00:00.00,1
Virtual Cycling,2020-04-24 12:43:54,Zwift - NYC,10.03,00:24:49,--,--,0,0,24.2,62.3,195,184,361,--,0,0,00:00.00,1
Virtual Cycling,2020-04-28 12:05:39,Zwift - London,29.70,01:00:34,--,--,0,0,29.4,56.8,168,155,299,--,0,0,00:00.00,1
Virtual Cycling,2020-05-01 11:07:07,Zwift - Watopia,90.09,03:14:25,--,--,0,0,27.8,67.4,196,163,434,--,0,0,00:00.00,1
Virtual Cycling,2020-05-05 10:04:46,Zwift - Mat Hayman Paris Roubaix 1,42.69,01:20:39,--,--,0,0,31.8,64.7,199,179,853,--,0,0,00:10.00,38
Virtual Cycling,2020-05-07 10:07:12,Zwift - High Intensity Recovery,43.99,01:21:18,--,--,0,0,32.5,70.4,221,177,399,--,0,0,00:19.00,17
Virtual Cycling,2020-05-10 14:22:27,Zwift - Ramp Test,38.06,01:13:28,--,--,0,0,31.1,49.7,188,171,427,--,0,0,00:12.99.9,17
Virtual Cycling,2020-05-12 19:57:01,Zwift - Yorkshire,20.04,00:48:53,--,--,0,0,24.6,83.3,191,178,306,--,0,0,00:00.00,1
Virtual Cycling,2020-05-13 10:43:07,Zwift - Watopia,20.08,00:41:55,--,--,0,0,28.7,55.4,171,158,253,--,0,0,00:00.00,1
Virtual Cycling,2020-05-14 09:50:13,Zwift - SST (Med),50.39,01:26:46,--,--,0,0,34.8,44.2,222,199,504,--,0,0,00:18.00,18
Virtual Cycling,2020-05-16 15:38:09,Zwift - Watopia,20.10,00:31:25,--,--,0,0,38.4,44.7,255,247,465,--,0,0,00:00.00,1
Virtual Cycling,2020-08-28 10:39:13,Zwift - TT Tune-Up - Tempo 15min / Target RPM #3,22.18,01:09:54,--,--,0,0,19.0,85.8,200,188,344,--,0,0,00:55.67.1,21
Virtual Cycling,2020-08-30 11:15:50,Zwift - TT Tune-Up - Aerobic 12s #2,10.21,01:11:06,--,--,0,0,8.6,39.6,184,175,407,--,0,0,00:08.00,34
Virtual Cycling,2020-09-02 10:24:54,Zwift - TT Tune-Up - 30/30sec Anaerobic #1,28.09,00:52:13,--,--,0,0,32.3,66.9,204,185,678,--,0,0,00:10.00,50
Virtual Cycling,2020-09-02 11:35:15,Zwift - Ramp Test,14.62,00:28:29,--,--,0,0,30.8,46.0,181,157,394,--,0,0,00:12.99.9,17
Virtual Cycling,2020-09-03 13:10:19,Zwift - TT Tune-Up - Aerobic 12s #1,36.12,01:03:15,--,--,0,0,34.3,43.6,198,183,390,--,0,0,00:17.00,27
Virtual Cycling,2020-09-04 11:57:23,Zwift - TT Tune-Up - Anaerobic Endurance 4x60sec,25.97,00:59:01,--,--,0,0,26.4,82.1,191,172,517,--,0,0,00:10.00,26
Virtual Cycling,2020-09-07 09:04:58,Zwift - TT Tune-Up - 30/30sec Anaerobic #2,30.60,01:00:06,--,--,0,0,30.5,69.3,211,187,642,--,0,0,00:07.00,66
Virtual Cycling,2020-09-08 09:58:53,Zwift - TT Tune-Up - Aerobic 12s #2,36.03,01:11:08,--,--,0,0,30.4,60.0,191,179,356,--,0,0,00:09.00,34
Virtual Cycling,2020-09-09 11:09:56,Zwift - Ramp Test,13.32,00:29:41,--,--,0,0,26.9,51.1,194,164,398,--,0,0,00:16.00,18
Virtual Cycling,2020-09-11 20:22:23,Zwift - TT Tune-Up - Anaerobic Endurance 6x60sec,36.65,01:12:14,--,--,0,0,30.4,63.2,200,184,489,--,0,0,00:16.00,34
Virtual Cycling,2020-09-12 12:41:31,Zwift - TT Tune-Up - Tempo 20min / Target RPM #2,34.26,01:05:58,--,--,0,0,31.2,64.7,221,194,334,--,0,0,00:10.00,19
Virtual Cycling,2020-09-13 13:09:48,Zwift - TT Tune-Up - Cruise Intervals #1,29.25,00:54:37,--,--,0,0,32.1,70.1,229,196,367,--,0,0,00:10.00,44
Virtual Cycling,2020-09-16 20:29:58,Zwift - Watopia,40.10,01:06:12,--,--,0,0,36.3,68.3,262,252,393,--,0,0,01:06:11.99.9,1
Virtual Cycling,2020-09-20 12:40:04,Zwift - Watopia,37.59,01:05:16,--,--,0,0,34.6,44.5,205,193,396,--,0,0,01:05:15.99.9,1
Virtual Cycling,2020-09-21 12:49:46,Zwift - 2x30 FTP Intervals,14.87,00:25:39,--,--,0,0,34.8,58.5,213,194,365,--,0,0,05:00.00,3
Virtual Cycling,2020-09-21 13:20:47,Zwift - France,3.48,00:20:11,--,--,0,0,10.3,39.0,152,151,228,--,0,0,20:11.41.1,1
Virtual Cycling,2020-09-22 12:32:53,Zwift - Watopia,20.50,00:34:27,--,--,0,0,35.7,45.1,219,205,424,--,0,0,34:27.00,1
Virtual Cycling,2020-09-24 09:51:57,Zwift - Richmond,28.73,01:00:48,12,137,0,0,28.4,67.5,158,147,226,--,0,0,01:00:47.51.7,1
Virtual Cycling,2020-09-29 10:51:15,Zwift - Watopia,45.10,01:30:10,--,--,0,0,30.0,60.9,189,174,253,--,0,0,01:30:10.00.4,1
Virtual Cycling,2020-09-30 12:34:02,Zwift - FTP Test,42.19,01:13:19,--,--,0,0,34.5,45.2,276,194,381,--,0,0,00:20.00,16
Virtual Cycling,2020-10-04 14:48:49,Zwift - Olympic Tri Prep Plan Week 1 Day 2 - Bike,31.28,01:00:17,--,--,0,0,31.1,80.4,229,195,317,--,0,0,00:18.00,4
Virtual Cycling,2020-10-13 13:22:49,Zwift - Watopia,22.19,00:45:12,--,--,0,0,29.5,57.1,175,160,297,--,0,0,45:11.99.9,1
Virtual Cycling,2020-10-14 10:58:47,Zwift - 2x15 FTP Intervals,26.91,00:55:09,--,--,0,0,29.3,86.9,235,208,320,--,0,0,00:20.00,6
Virtual Cycling,2020-10-16 10:39:19,Zwift - Watopia,25.13,00:47:49,--,--,0,0,31.5,48.5,190,182,461,--,0,0,47:48.89.2,1
Virtual Cycling,2020-10-16 12:31:46,Zwift - Watopia,25.06,00:46:38,--,--,0,0,32.2,47.6,194,183,268,--,0,0,46:37.99.9,1
Virtual Cycling,2020-10-17 12:55:23,Zwift - Richmond,16.70,00:36:29,--,--,0,0,27.5,68.0,174,164,283,--,0,0,36:29.20.8,1
Virtual Cycling,2020-10-20 10:38:37,Zwift - Watopia,8.95,00:15:36,--,--,0,0,34.4,43.5,--,201,313,--,0,0,15:36.16.8,1
Virtual Cycling,2020-10-20 10:59:31,Zwift - Watopia,30.16,00:47:19,--,--,0,0,38.2,49.3,229,208,537,--,0,0,47:19.00.4,1
Virtual Cycling,2020-10-23 12:49:04,Zwift - Watopia,21.43,00:30:18,--,--,0,0,42.4,49.7,229,223,361,--,0,0,30:18.00,1
Virtual Cycling,2020-10-23 13:22:36,Zwift - Watopia,23.82,00:45:07,--,--,0,0,31.7,56.9,153,149,334,--,0,0,45:07.00,1
Virtual Cycling,2020-10-24 10:57:15,Zwift - Watopia,20.11,00:32:10,--,--,0,0,37.5,43.5,238,234,437,--,0,0,32:09.99.9,1
Virtual Cycling,2020-10-28 12:41:57,Zwift - Vo2max,40.75,01:10:06,--,--,0,0,34.9,43.2,222,196,385,--,0,0,00:16.00,22
Virtual Cycling,2020-10-30 13:37:47,Zwift Academy Road: Workout 1 | Aerobic Power,33.86,01:00:38,--,--,0,0,33.5,53.7,225,190,423,--,0,0,00:16.00,19
Virtual Cycling,2020-10-31 15:23:14,Zwift Academy Road: Workout 2 | Sprint Profile,30.02,00:54:22,--,--,0,0,33.1,51.5,184,173,821,--,0,0,00:10.00,31
Virtual Cycling,2020-11-01 17:29:08,Zwift Academy Road: Workout 3 | VO2 Capacity,34.22,01:00:53,--,--,0,0,33.7,57.1,211,187,459,--,0,0,00:30.00,21
Virtual Cycling,2020-11-02 10:12:48,Zwift Academy Road: Workout 4 | Anaerobic Resilience,20.07,01:03:50,--,--,0,0,18.9,87.9,179,165,554,--,0,0,00:20.00,33
Virtual Cycling,2020-11-03 21:02:10,Zwift Academy Road: Workout 5 | Primed FTP,32.07,00:55:44,--,--,0,0,34.5,45.7,226,187,406,--,0,0,00:18.00,16
Virtual Cycling,2020-11-07 11:57:40,Zwift - Paris,50.04,01:30:35,--,--,0,0,33.1,55.9,231,182,553,--,0,0,01:30:34.99.9,1
Virtual Cycling,2020-11-09 12:36:01,Zwift - Innsbruck,17.06,01:00:46,--,--,0,0,16.8,85.1,171,155,363,--,0,0,01:00:46.41.5,1
Virtual Cycling,2020-11-11 20:19:32,Zwift - Watopia,36.65,01:11:11,--,--,0,0,30.9,70.0,222,182,422,--,0,0,01:11:11.00,1
Virtual Cycling,2020-11-13 11:46:57,Zwift - Watopia,25.24,01:26:13,--,--,0,0,17.6,65.3,183,155,346,--,0,0,01:26:13.16.5,1
Virtual Cycling,2020-11-14 10:28:01,Zwift - Watopia,48.03,01:30:09,--,--,0,0,32.0,69.8,237,189,546,--,0,0,01:30:08.99.9,1
Virtual Cycling,2020-11-16 11:09:57,Zwift - France,25.22,00:46:59,--,--,0,0,32.2,51.4,179,165,344,--,0,0,46:58.99.9,1
Virtual Cycling,2020-11-18 11:40:25,Zwift - Richmond,35.50,01:11:31,--,--,0,0,29.8,71.3,221,193,428,--,0,0,01:11:30.59,1
Virtual Cycling,2020-11-21 14:10:32,Zwift - Bike Power Profile Testing: FTP,31.39,00:53:38,--,--,0,0,35.1,54.7,274,198,371,--,0,0,00:12.99.9,16
Virtual Cycling,2020-11-23 11:41:05,Zwift - A2 Bike Block 2 Cadence 1,33.91,01:10:54,--,--,0,0,28.7,68.7,193,179,531,--,0,0,00:14.00,24
Virtual Cycling,2020-11-25 10:31:21,Zwift - ZHQ FutureWorks Crit City Race - Anti-sandbagging (B),16.57,00:26:17,--,--,0,0,37.8,56.5,287,258,601,--,0,0,26:16.55.7,1
Virtual Cycling,2020-11-26 09:30:02,Zwift - WHAT THE HILL (70.3 & IM),17.88,00:40:02,--,--,0,0,26.8,46.1,223,197,454,--,0,0,00:14.00,13
Virtual Cycling,2020-11-28 19:35:51,Zwift - BIKE WWW 103A,29.21,01:16:04,--,--,0,0,23.0,81.9,217,181,394,--,0,0,00:07.00,23
Virtual Cycling,2020-11-30 13:26:12,Zwift - A2 Bike Block 2 Cadence 1,42.19,01:31:33,--,--,0,0,27.6,80.9,203,190,410,--,0,0,00:58.00,24
Virtual Cycling,2020-12-02 20:10:14,Zwift - Watopia,31.13,01:01:24,--,--,0,0,30.4,61.6,197,170,789,--,0,0,01:01:24.33.2,1
Virtual Cycling,2020-12-05 12:56:00,Zwift - BIKE WWW 104A,34.39,01:27:39,--,--,0,0,23.5,96.6,220,185,573,--,0,0,00:55.00,28
Virtual Cycling,2020-12-09 12:42:57,Zwift - warm up,8.13,00:15:44,--,--,0,0,31.0,40.1,--,148,398,--,0,0,15:44.00,1
Virtual Cycling,2020-12-09 13:03:39,Zwift - sprint distance,20.15,00:31:23,--,--,0,0,38.5,45.2,264,253,389,--,0,0,31:23.15.2,1
Virtual Cycling,2020-12-11 12:37:04,Zwift - Yorkshire,29.28,01:00:44,--,--,0,0,28.9,85.3,244,202,536,--,0,0,01:00:43.99.9,1
Virtual Cycling,2020-12-12 10:15:48,Zwift - A2 Bike Block 1 Surges with some Tempo 1,28.66,01:06:53,--,--,0,0,25.7,69.1,209,191,449,--,0,0,00:06.00,15
Virtual Cycling,2020-12-14 20:50:31,Zwift - A2 Bike Block 2 Cadence 2,42.55,01:17:06,--,--,0,0,33.1,59.7,221,189,361,--,0,0,00:19.00,22
Virtual Cycling,2020-12-21 21:01:47,Zwift - A2 Bike Block 2 Cadence 2,38.89,01:17:31,--,--,0,0,30.1,63.9,219,192,354,--,0,0,00:36.00,22
Virtual Cycling,2020-12-23 12:52:27,Zwift - A2 BIKE BLOCK 3 ZONE 5 A,42.69,01:20:38,--,--,0,0,31.8,69.9,230,197,380,--,0,0,00:19.00,25
Virtual Cycling,2020-12-26 15:49:00,Zwift - A2 BIKE DRILLS: ROUNDING THE PEDAL STROKE 2,23.15,00:45:16,--,--,0,0,30.7,69.0,192,182,266,--,0,0,01:22.00,12
Virtual Cycling,2020-12-28 13:46:41,Zwift - A2 Bike Block 2 Cadence 2,41.53,01:17:03,--,--,0,0,32.3,69.7,216,192,400,--,0,0,00:19.00,22
Virtual Cycling,2020-12-30 20:57:17,Zwift - A2 BIKE BLOCK 3 ZONE 5 A,35.25,01:00:14,--,--,0,0,35.1,45.4,214,192,357,--,0,0,00:18.00,21
Virtual Cycling,2021-01-02 13:30:25,Zwift - A2 BIKE DRILLS: ROUNDING THE PEDAL STROKE 2,30.42,01:05:01,--,--,0,0,28.1,62.2,181,168,279,--,0,0,00:10.00,18
Virtual Cycling,2021-01-04 08:57:12,Zwift - A2 BIKE BLOCK 3 ZONE 3 PROGRESSION C,46.05,01:20:07,--,--,0,0,34.5,55.7,226,191,304,--,0,0,00:15.00,20
Virtual Cycling,2021-01-06 19:52:31,Zwift - A2 BIKE BLOCK 3 ZONE 5 SS A,41.21,01:20:24,--,--,0,0,30.8,64.3,223,196,364,--,0,0,00:34.00,27
Virtual Cycling,2021-01-08 12:38:39,Zwift - Watopia,28.19,01:00:29,--,--,0,0,28.0,61.9,174,161,226,--,0,0,01:00:28.58,1
Virtual Cycling,2021-01-09 13:28:36,Zwift - A2 BIKE BLOCK 3 ZONE 5 B,48.66,01:34:51,--,--,0,0,30.8,65.8,227,197,348,--,0,0,00:08.00,25
Virtual Cycling,2021-01-11 12:12:29,Zwift - A2 BIKE BLOCK 3 ZONE 3 PROGRESSION C,17.42,00:35:52,--,--,0,0,29.1,64.3,201,185,291,--,0,0,00:59.00,14
Virtual Cycling,2021-01-13 09:15:55,Zwift - A2 BIKE BLOCK 3 ZONE 3 PROGRESSION C,36.48,01:19:36,--,--,0,0,27.5,74.2,224,189,361,--,0,0,00:09.00,20
Virtual Cycling,2021-01-16 13:12:21,Zwift - Yorkshire,41.89,01:37:38,--,--,0,0,25.7,86.9,215,180,351,--,0,0,01:37:38.10.4,1
Virtual Cycling,2021-01-18 13:41:58,Zwift - A2 Bike Block 1 Surges with some Tempo A,37.97,01:17:11,--,--,0,0,29.5,50.5,221,181,566,--,0,0,00:09.00,15
Virtual Cycling,2021-01-20 09:47:07,Zwift - A2 Bike Block 1 Drills A,24.77,01:00:14,--,--,0,0,24.7,74.3,174,169,299,--,0,0,00:19.02.5,35
Virtual Cycling,2021-01-22 20:54:00,Zwift - FTP Test (shorter),27.84,00:45:14,--,--,0,0,36.9,46.4,285,226,422,--,0,0,00:17.00,11
Virtual Cycling,2021-01-25 13:19:29,Zwift - A2 BIKE BLOCK 4 ZONE 3 TO 4 A,27.13,01:10:09,--,--,0,0,23.2,88.3,213,190,328,--,0,0,00:17.00,19
Virtual Cycling,2021-01-26 20:27:54,Zwift - Watopia,7.68,00:16:21,--,--,0,0,28.2,49.3,--,142,314,--,0,0,16:21.46.3,1
Virtual Cycling,2021-01-27 11:13:57,Zwift - A2 BIKE BLOCK 4 ZONE 5  30:30s A,40.08,01:10:40,--,--,0,0,34.0,46.6,211,181,413,--,0,0,00:22.60.8,39
Virtual Cycling,2021-01-28 09:58:07,Zwift - calibrating trainer,15.12,00:34:02,--,--,0,0,26.7,55.1,156,144,374,--,0,0,09:36.99.9,1
Virtual Cycling,2021-01-29 10:19:45,Zwift - Watopia,25.29,00:45:18,--,--,0,0,33.5,48.8,180,171,"1,111",--,0,0,45:17.99.9,1
Virtual Cycling,2021-01-30 19:13:55,Zwift - A2 BIKE BLOCK 4 ZONE 4 FTP A,22.20,00:48:51,--,--,0,0,27.3,82.6,205,188,383,--,0,0,01:00.00,17
Virtual Cycling,2021-02-01 12:10:51,Zwift - A2 BIKE BLOCK 4 ZONE 3 TO 4 A,40.21,01:11:22,--,--,0,0,33.8,52.8,212,180,416,--,0,0,00:00.00,20
Virtual Cycling,2021-02-03 21:21:17,Zwift - A2 BIKE BLOCK 4 ZONE 5  30:30s A,14.33,00:32:27,--,--,0,0,26.5,60.5,170,152,361,--,0,0,01:00.00,14
Virtual Cycling,2021-02-04 17:02:43,Zwift - Zane McCuen's Meetup,30.66,01:00:22,--,--,0,0,30.5,79.7,206,194,590,--,0,0,01:00:22.00,1
Virtual Cycling,2021-02-06 11:05:19,Zwift - A2 BIKE BLOCK 4 ZONE 4 FTP A,46.66,01:25:10,--,--,0,0,32.9,53.7,209,189,306,--,0,0,00:11.00,24
Virtual Cycling,2021-02-13 10:31:45,Zwift - FTP Test (shorter),27.21,00:45:43,--,--,0,0,35.7,46.8,291,214,399,--,0,0,00:17.00,11
Virtual Cycling,2021-02-15 20:20:43,Zwift - A2 BIKE BLOCK 5 ZONE 4-5 CRISSCROSS A,36.95,01:11:14,--,--,0,0,31.1,71.7,227,191,313,--,0,0,00:17.00,26
Virtual Cycling,2021-02-17 09:37:53,Zwift - A2 BIKE BLOCK 4 ZONE 5  30:30s C,34.49,01:11:01,--,--,0,0,29.1,81.7,229,196,444,--,0,0,00:07.00,59
Virtual Cycling,2021-02-20 14:02:19,Zwift - A2 BIKE BLOCK 5 ZONE 4-5 A,38.77,01:35:10,--,--,0,0,24.4,93.3,223,191,339,--,0,0,00:11.00,26
Virtual Cycling,2021-02-22 13:21:52,Zwift - A2 BIKE BLOCK 5 ZONE 4-5 CRISSCROSS A,41.06,01:11:16,--,--,0,0,34.6,54.8,227,194,323,--,0,0,00:17.00,26
Virtual Cycling,2021-02-24 20:18:56,Zwift - A2 BIKE BLOCK 4 ZONE 5  30:30s C,33.98,01:11:06,--,--,0,0,28.7,82.4,217,187,418,--,0,0,00:07.00,59
Virtual Cycling,2021-02-27 12:52:22,Zwift - A2 BIKE BLOCK 5 ZONE 4-5 A,54.56,01:35:15,--,--,0,0,34.4,55.1,224,190,347,--,0,0,00:16.00,26
Virtual Cycling,2021-03-01 12:03:31,Zwift - A2 Bike Block 1 Surges with some Tempo A,39.84,01:07:13,--,--,0,0,35.6,46.5,219,194,426,--,0,0,00:00.00,16
Virtual Cycling,2021-03-03 20:46:28,Zwift - A2 Bike Block 1 Drills A,20.86,00:42:06,--,--,0,0,29.7,49.5,169,155,263,--,0,0,00:06.00,24
Virtual Cycling,2021-03-06 13:47:52,Zwift -recovery day,40.44,01:26:25,--,--,0,0,28.1,79.7,188,169,413,--,0,0,01:26:24.99.9,1
Virtual Cycling,2021-03-08 09:32:25,Zwift - A2 Bike Block 6 Low Cadence Muscular Endurance A,33.61,01:01:11,--,--,0,0,33.0,65.4,239,204,326,--,0,0,00:12.00,25
Virtual Cycling,2021-03-10 10:28:07,Zwift - A2 BIKE BLOCK 6 ZONE 2-4 CRISSCROSS A,41.91,01:15:44,--,--,0,0,33.2,66.0,225,201,287,--,0,0,00:21.00,26
Virtual Cycling,2021-03-13 11:43:49,Zwift - A2 BIKE BLOCK 6 ZONE 3 and SS A,68.17,02:00:08,--,--,0,0,34.0,70.3,240,201,383,--,0,0,00:20.00,28
Virtual Cycling,2021-03-15 13:16:26,Zwift - A2 Bike Block 6 Low Cadence Muscular Endurance A,32.91,01:01:06,--,--,0,0,32.3,82.4,237,207,328,--,0,0,00:07.00,25
Virtual Cycling,2021-03-17 10:36:04,Zwift - A2 BIKE BLOCK 6 ZONE 2-4 CRISSCROSS A,22.18,01:15:10,--,--,0,0,17.7,78.8,221,196,287,--,0,0,00:11.00,26
Virtual Cycling,2021-03-20 20:22:12,Zwift - A2 BIKE BLOCK 6 ZONE 3 and SS A,53.59,01:46:59,--,--,0,0,30.1,75.8,230,198,426,--,0,0,00:20.00,27
Virtual Cycling,2021-03-22 13:52:56,Zwift - A2 BIKE DRILLS: ONE LEG SPIN 1,26.42,00:50:12,--,--,0,0,31.6,48.8,182,172,371,--,0,0,00:20.00,17
Virtual Cycling,2021-03-24 11:01:20,Zwift - A2 BIKE DRILLS: ROUNDING THE PEDAL STROKE 1,32.93,01:00:37,--,--,0,0,32.6,50.0,213,188,381,--,0,0,00:47.00,18
Virtual Cycling,2021-03-26 13:08:21,Zwift - Watopia,20.09,00:30:00,--,--,0,0,40.2,45.6,270,269,333,--,0,0,30:00.00,1
Virtual Cycling,2021-03-27 20:38:29,Zwift - A2 BIKE ZONE 3 and SS A,40.70,01:25:13,--,--,0,0,28.7,86.9,236,191,284,--,0,0,00:14.00,17
Virtual Cycling,2021-03-29 13:16:55,Zwift - A2 Bike Block 6 Low Cadence Muscular Endurance A,21.97,01:15:08,--,--,0,0,17.5,77.6,205,192,268,--,0,0,00:09.00,19
Virtual Cycling,2021-04-01 12:31:45,Zwift - London,56.02,01:44:07,--,--,0,0,32.3,76.0,238,210,514,--,0,0,01:44:06.94.6,1
Virtual Cycling,2021-04-03 11:07:39,Zwift - A2 BIKE BLOCK 7 ZONE 3-4 LOW CADENCE B,53.56,01:35:04,--,--,0,0,33.8,53.3,216,191,280,--,0,0,00:18.00,27
Virtual Cycling,2021-04-10 20:38:24,Zwift - Watopia,42.96,01:15:26,--,--,0,0,34.2,68.2,231,211,454,--,0,0,01:15:25.70.1,1
Virtual Cycling,2021-04-12 20:22:22,Zwift - BAB1 Bike Aerobic Base,33.12,01:00:15,--,--,0,0,33.0,51.0,202,173,262,--,0,0,00:15.90.4,4
Virtual Cycling,2021-04-14 10:45:59,Zwift - BAB2 Bike Aerobic Base,51.77,01:30:05,--,--,0,0,34.5,51.4,214,190,989,--,0,0,00:06.00,4
Virtual Cycling,2021-04-19 12:31:47,Zwift - A2 BIKE BLOCK 8 ZONE 5  30:30s Maintenance,41.89,01:19:54,--,--,0,0,31.5,67.7,211,192,580,--,0,0,00:06.00,50
Virtual Cycling,2021-04-25 14:34:41,Zwift - Ramp Test,16.19,00:30:29,--,--,0,0,31.9,46.9,200,164,416,--,0,0,00:10.00,19
Virtual Cycling,2021-04-26 13:08:54,Zwift - A2 BIKE BLOCK 8 ZONE 5  30:30s Maintenance,29.60,01:20:39,--,--,0,0,22.0,86.9,203,175,453,--,0,0,00:04.00,50
Virtual Cycling,2021-05-03 13:57:27,Zwift - Yorkshire,28.42,01:00:37,--,--,0,0,28.1,84.8,197,173,490,--,0,0,01:00:37.33.3,1
Virtual Cycling,2021-05-08 12:38:19,Zwift - BAI2 Bike Aerobic Intervals 4x10,48.42,01:30:38,--,--,0,0,32.1,51.2,190,165,255,--,0,0,00:19.00,9
Virtual Cycling,2021-05-10 13:03:17,Zwift - A2 BIKE Z5 VO2MAX INTERVALS 1,39.86,01:32:26,--,--,0,0,25.9,88.0,215,166,337,--,0,0,00:15.00,20
Virtual Cycling,2021-07-19 14:02:37,Zwift - IM B LC Bike Efforts,46.90,01:32:12,--,--,0,0,30.5,60.3,201,168,283,--,0,0,05:00.00,10
Virtual Cycling,2021-07-31 10:02:11,Zwift - FTP Test (shorter)conection problems,12.21,00:26:28,--,--,0,0,27.7,60.9,192,174,433,--,0,0,00:20.00,9
Virtual Cycling,2021-07-31 10:34:58,Zwift - Ramp Test Litew(wrong test ),15.82,00:30:25,--,--,0,0,31.2,48.5,168,148,395,--,0,0,01:00.00,23
Virtual Cycling,2021-08-01 14:07:02,Zwift - Ramp Test,15.90,00:29:25,--,--,0,0,32.4,45.6,198,171,405,--,0,0,00:06.00,18
Virtual Cycling,2021-08-02 18:54:59,Zwift - IM B LC Bike Efforts,23.67,01:10:17,--,--,0,0,20.2,94.7,206,177,333,--,0,0,04:58.99.9,8
Virtual Cycling,2021-08-06 13:31:57,Zwift - Watopia,70.14,02:16:09,--,--,0,0,30.9,66.6,204,168,382,--,0,0,02:16:08.52.6,1
