activityType,Date,Title,Distance,Time,AvgHR,MaxHR,AvgRunCadence,MaxRunCadence,AvgPace,BestPace,MaxAvgPower,AvgPower,MaxPower,TotalStrokes,AvgSwolf,AvgStrokeRate,BestLapTime,NumberLaps
Treadmill Running,2019-01-20 20:48:40,Treadmill Running,4.63,00:24:41,144,166,163,169,5:20,4:25,--,0,0,--,0,0,00:00.00,5
Treadmill Running,2019-01-26 15:10:03,Treadmill Running,5.01,00:26:15,155,174,161,176,5:14,3:25,--,0,0,--,0,0,00:00.00,6
Treadmill Running,2019-01-26 15:41:04,Treadmill Running,4.50,00:22:42,147,168,165,180,5:03,3:50,--,0,0,--,0,0,00:00.00,5
Treadmill Running,2019-01-31 09:33:03,Treadmill Running,4.63,00:20:44,158,179,165,196,4:29,2:13,--,0,0,--,0,0,04:03.05.9,5
Treadmill Running,2019-02-10 13:07:27,Treadmill Running,4.37,00:20:51,146,181,154,197,4:46,2:07,--,0,0,--,0,0,04:26.33.3,5
Treadmill Running,2019-02-18 15:28:09,Treadmill Running,2.90,00:13:25,144,163,166,184,4:37,3:23,--,0,0,--,0,0,04:36.40.8,3
Treadmill Running,2019-02-20 09:37:32,Treadmill Running,2.72,00:14:51,155,196,140,206,5:28,2:20,--,0,0,--,0,0,04:40.45.4,3
Treadmill Running,2019-03-07 15:18:55,Treadmill Running,6.45,00:33:53,156,173,165,173,5:15,4:06,--,0,0,--,0,0,02:43.68.2,7
Treadmill Running,2019-03-20 09:34:40,Treadmill Running,5.16,00:25:39,157,182,159,180,4:58,2:53,--,0,0,--,0,0,00:32.11.1,6
Treadmill Running,2019-03-28 09:01:53,Treadmill Running,4.05,00:22:58,156,184,135,195,5:40,2:23,--,0,0,--,0,0,00:11.19.6,5
Treadmill Running,2019-04-07 15:20:20,Treadmill Running,5.99,00:27:48,149,173,163,173,4:39,3:25,--,0,0,--,0,0,04:24.12.6,6
Treadmill Running,2019-04-09 09:37:05,Treadmill Running,4.51,00:24:25,154,183,148,197,5:25,2:05,--,0,0,--,0,0,04:16.10.1,5
Treadmill Running,2019-05-02 15:21:09,Treadmill Running,10.74,00:58:02,157,179,162,171,5:24,4:19,--,0,0,--,0,0,03:48.64.3,11
Treadmill Running,2019-05-03 09:37:52,Treadmill Running,4.18,00:20:23,156,179,164,194,4:53,2:55,--,0,0,--,0,0,00:36.99.9,5
Treadmill Running,2019-06-29 20:23:27,Treadmill Running,4.55,00:22:56,155,171,163,173,5:03,3:36,--,0,0,--,0,0,02:43.96.6,5
Treadmill Running,2019-07-12 15:12:21,Treadmill Running,9.97,00:49:34,160,182,164,182,4:58,3:41,--,0,0,--,0,0,04:30.28.1,10
Treadmill Running,2019-08-04 15:10:25,Treadmill Running,3.84,00:19:23,151,171,166,173,5:03,4:31,--,0,0,--,0,0,04:05.27,4
Treadmill Running,2019-08-05 15:19:11,Treadmill Running,5.64,00:26:13,155,179,169,178,4:39,3:39,--,0,0,--,0,0,03:04.70.7,6
Treadmill Running,2019-08-08 20:04:34,Treadmill Running,10.01,00:51:38,154,171,165,180,5:10,3:50,--,0,0,--,0,0,00:01.52.4,11
Treadmill Running,2019-08-20 10:38:33,Treadmill Running,4.84,00:23:17,152,178,164,175,4:49,4:15,--,0,0,--,0,0,04:03.28.1,5
Treadmill Running,2019-08-26 12:20:35,Treadmill Running,5.01,00:24:50,163,177,161,171,4:58,3:54,--,0,0,--,0,0,00:01.59.7,6
Treadmill Running,2019-08-26 12:48:34,Treadmill Running,4.20,00:22:19,159,174,157,176,5:18,3:26,--,0,0,--,0,0,00:59.20.3,5
Treadmill Running,2019-09-04 19:25:40,Treadmill Running,4.48,00:22:42,152,175,159,174,5:04,3:49,--,0,0,--,0,0,02:23.39.3,5
Treadmill Running,2019-09-07 15:04:27,Treadmill Running,9.01,00:45:09,162,183,162,176,5:01,4:16,--,0,0,--,0,0,00:02.01.9,10
Treadmill Running,2019-09-09 19:14:27,Treadmill Running,10.01,00:51:43,148,176,160,171,5:10,4:42,--,0,0,--,0,0,00:01.34.8,11
Treadmill Running,2019-09-14 15:23:47,Treadmill Running,6.01,00:30:21,151,169,161,171,5:03,3:57,--,0,0,--,0,0,00:01.30.4,7
Treadmill Running,2019-09-25 13:51:47,Treadmill Running,6.00,00:29:47,159,179,160,167,4:58,4:40,--,0,0,--,0,0,04:51.59.2,6
Treadmill Running,2019-10-01 15:20:08,Treadmill Running,8.00,00:38:49,152,186,161,182,4:51,3:32,--,0,0,--,0,0,04:48.52,8
Treadmill Running,2019-10-16 19:38:05,Treadmill Running,5.01,00:25:14,135,145,158,164,5:02,4:35,--,0,0,--,0,0,00:01.89.9,6
Treadmill Running,2019-10-21 09:24:30,Treadmill Running,12.15,00:59:33,158,180,160,175,4:54,4:14,--,0,0,--,0,0,00:38.92.3,13
Treadmill Running,2019-10-25 15:27:03,Treadmill Running,5.01,00:23:59,150,177,161,169,4:47,4:16,--,0,0,--,0,0,00:02.83.8,6
Treadmill Running,2019-10-27 17:36:44,Treadmill Running,8.01,00:39:08,154,179,161,175,4:53,4:22,--,0,0,--,0,0,00:03.07.8,9
Treadmill Running,2019-11-01 15:19:57,Treadmill Running,8.06,00:39:27,145,172,161,179,4:54,4:17,--,0,0,--,0,0,00:16.77.3,9
Treadmill Running,2019-11-03 20:27:06,Treadmill Running,2.54,00:13:14,129,161,158,169,5:13,4:45,--,0,0,--,0,0,02:42.95.1,3
Treadmill Running,2019-11-04 21:09:49,Treadmill Running,5.04,00:24:45,151,173,160,176,4:55,3:43,--,0,0,--,0,0,00:09.38,6
Treadmill Running,2019-11-08 09:12:06,Treadmill Running,5.02,00:23:54,152,164,164,171,4:46,4:15,--,0,0,--,0,0,00:04.35.6,6
Treadmill Running,2019-11-08 09:40:32,Treadmill Running,5.01,00:23:17,159,174,167,176,4:39,3:19,--,0,0,--,0,0,00:02.02.8,6
Treadmill Running,2019-11-11 12:46:57,Treadmill Running,8.05,00:40:18,141,164,160,172,5:00,4:04,--,0,0,--,0,0,00:31.67.7,9
Treadmill Running,2019-11-13 17:54:19,Treadmill Running,7.51,00:43:34,152,198,132,249,5:48,1:48,--,0,0,--,0,0,03:00.20.7,8
Treadmill Running,2019-11-16 12:22:14,Treadmill Running,6.01,00:29:21,149,169,161,167,4:53,4:22,--,0,0,--,0,0,00:02.52.6,7
Treadmill Running,2019-11-18 15:07:01,Treadmill Running,15.01,01:13:21,157,176,162,175,4:53,4:11,--,0,0,--,0,0,00:02.44.8,16
Treadmill Running,2019-11-24 15:22:46,Treadmill Running,6.01,00:30:13,153,169,159,169,5:02,3:40,--,0,0,--,0,0,00:01.12.6,7
Treadmill Running,2019-11-27 16:17:41,Treadmill Running,8.15,00:40:03,154,179,160,173,4:55,4:02,--,0,0,--,0,0,00:02.59.6,15
Treadmill Running,2019-12-04 17:47:58,Treadmill Running,8.80,00:49:52,154,182,142,229,5:40,2:02,--,0,0,--,0,0,00:01.95.7,42
Treadmill Running,2019-12-11 17:47:14,Treadmill Running,2.53,00:12:57,134,150,158,162,5:07,4:47,--,0,0,--,0,0,02:38.88.6,3
Treadmill Running,2019-12-11 18:25:21,Treadmill Running,4.61,00:25:47,170,188,141,171,5:35,3:58,--,0,0,--,0,0,00:47.13.4,30
Treadmill Running,2019-12-12 15:14:54,Treadmill Running,6.01,00:30:29,139,161,158,169,5:04,4:32,--,0,0,--,0,0,00:01.42.2,7
Treadmill Running,2019-12-14 16:04:39,Treadmill Running,5.00,00:25:07,145,165,159,163,5:01,4:30,--,0,0,--,0,0,00:01.45,6
Treadmill Running,2019-12-15 20:00:25,Treadmill Running,10.03,00:51:28,136,148,158,165,5:08,4:47,--,0,0,--,0,0,00:08.30.9,11
Treadmill Running,2019-12-18 18:51:10,Treadmill Running,4.53,00:21:11,180,198,165,198,4:40,2:28,--,0,0,--,0,0,00:02.22.6,27
Treadmill Running,2019-12-24 11:07:35,Treadmill Running,6.01,00:30:34,146,160,159,163,5:05,4:38,--,0,0,--,0,0,00:02.25,7
Treadmill Running,2019-12-30 19:59:08,Treadmill Running,8.33,00:45:03,147,163,159,169,5:25,4:35,--,0,0,--,0,0,01:46.73.7,9
Treadmill Running,2020-01-03 11:02:18,Treadmill Running,6.46,00:35:08,129,138,159,164,5:26,4:56,--,0,0,--,0,0,02:30.86,7
Treadmill Running,2020-01-08 17:49:07,Treadmill Running,2.69,00:13:54,145,171,159,184,5:10,2:26,--,0,0,--,0,0,03:12.14.7,3
Treadmill Running,2020-01-08 18:14:53,Treadmill Running,5.00,00:34:52,156,183,116,185,6:58,2:13,--,0,0,--,0,0,00:31.03.7,35
Treadmill Running,2020-01-13 15:05:45,Treadmill Running,9.38,00:50:02,85,164,160,167,5:20,4:33,--,0,0,--,0,0,01:58.91.5,10
Treadmill Running,2020-01-15 12:53:29,Treadmill Running,2.30,00:13:02,134,147,153,182,5:40,3:58,--,0,0,--,0,0,01:43.96.8,3
Treadmill Running,2020-01-15 13:09:29,Treadmill Running,4.96,00:30:55,152,184,135,188,6:14,3:03,--,0,0,--,0,0,00:59.50.4,23
Treadmill Running,2020-01-19 11:23:05,Treadmill Running,5.84,00:30:01,142,170,158,169,5:08,3:57,--,0,0,--,0,0,04:15.56.7,6
Treadmill Running,2020-01-20 15:46:50,Treadmill Running,0.06,00:00:20.7,96,129,146,157,5:59,5:28,--,0,0,--,0,0,00:00.00,1
Treadmill Running,2020-01-29 17:57:02,Treadmill Running,2.28,00:11:55,137,164,157,203,5:13,2:21,--,0,0,--,0,0,01:15.90.6,3
Treadmill Running,2020-01-29 18:24:04,Treadmill Running,2.69,00:20:04,139,164,106,234,7:28,1:34,--,0,0,--,0,0,00:41.52,15
Treadmill Running,2020-02-05 17:51:52,Treadmill Running,7.76,00:45:01,152,184,143,220,5:48,2:52,--,0,0,--,0,0,00:43.98.5,36
Treadmill Running,2020-02-07 10:49:28,Treadmill Running,5.71,00:30:07,132,143,160,165,5:17,4:43,--,0,0,--,0,0,03:40.83,6
Treadmill Running,2020-02-09 16:43:06,Treadmill Running,9.49,00:50:05,136,159,161,165,5:17,4:16,--,0,0,--,0,0,02:32.08,10
Treadmill Running,2020-02-10 19:14:21,Treadmill Running,6.60,00:35:01,141,165,161,165,5:18,4:45,--,0,0,--,0,0,03:09.26.6,7
Treadmill Running,2020-02-12 13:05:56,Treadmill Running,8.44,00:45:02,137,147,160,165,5:20,4:41,--,0,0,--,0,0,02:21.26.6,9
Treadmill Running,2020-02-16 14:27:22,Treadmill Running,7.45,00:40:02,143,151,160,163,5:22,4:45,--,0,0,--,0,0,02:27.21.6,8
Treadmill Running,2020-02-19 17:55:43,Treadmill Running,2.89,00:14:38,137,160,156,190,5:04,1:54,--,0,0,--,0,0,04:06.76.4,3
Treadmill Running,2020-02-19 18:25:06,Treadmill Running,5.83,00:27:09,165,185,163,195,4:39,1:59,--,0,0,--,0,0,00:37.87.7,27
Treadmill Running,2020-02-26 17:51:59,Treadmill Running,2.79,00:15:00,135,146,158,183,5:23,3:10,--,0,0,--,0,0,04:05.61,3
Treadmill Running,2020-02-26 18:24:52,Treadmill Running,3.48,00:29:48,141,180,88,207,8:35,1:51,--,0,0,--,0,0,00:32.79.8,24
Treadmill Running,2020-03-02 12:01:03,Treadmill Running,8.35,00:45:04,146,168,159,165,5:24,4:15,--,0,0,--,0,0,02:00.24.6,9
Treadmill Running,2020-03-04 17:53:42,Treadmill Running,2.42,00:12:32,128,159,157,238,5:11,1:46,--,0,0,--,0,0,01:32.84.7,3
Treadmill Running,2020-03-04 18:27:19,Treadmill Running,5.20,00:38:39,152,184,118,210,7:26,2:04,--,0,0,--,0,0,00:15.01.2,35
Treadmill Running,2020-03-06 13:40:08,Treadmill Running,4.55,00:25:02,137,154,158,162,5:30,4:22,--,0,0,--,0,0,02:58.63.4,5
Treadmill Running,2020-03-09 12:56:48,Treadmill Running,2.57,00:14:25,137,148,159,163,5:36,5:05,--,0,0,--,0,0,03:12.44.9,3
Treadmill Running,2020-03-09 13:14:24,Treadmill Running,4.28,00:21:36,161,179,165,175,5:03,3:49,--,0,0,--,0,0,01:02.55.5,17
Treadmill Running,2020-03-11 14:01:38,Treadmill Running,8.32,00:45:01,147,169,158,164,5:25,3:58,--,0,0,--,0,0,01:49.88.3,9
Treadmill Running,2020-03-14 12:30:11,Treadmill Running,16.18,01:30:02,142,168,158,241,5:34,3:38,--,0,0,--,0,0,00:58.78.3,17
Treadmill Running,2020-03-16 13:04:59,Treadmill Running,8.14,00:45:01,145,167,157,169,5:32,4:20,--,0,0,--,0,0,00:49.03.3,9
Treadmill Running,2020-03-18 11:50:10,Treadmill Running,6.42,00:35:03,143,176,157,162,5:27,3:56,--,0,0,--,0,0,02:43.14.1,7
Treadmill Running,2020-03-20 13:28:32,Treadmill Running,15.01,01:25:03,144,163,156,167,5:40,4:29,--,0,0,--,0,0,00:01.64.1,16
Treadmill Running,2020-03-24 09:27:18,Treadmill Running,10.80,01:00:01,146,160,159,163,5:33,4:18,--,0,0,--,0,0,04:29.01.9,11
Treadmill Running,2020-03-25 10:39:49,Treadmill Running,2.61,00:15:03,129,137,155,162,5:46,5:09,--,0,0,--,0,0,03:28.73.6,3
Treadmill Running,2020-03-25 10:56:10,Treadmill Running,3.99,00:20:21,146,184,162,188,5:06,2:32,--,0,0,--,0,0,04:50.16.6,4
Treadmill Running,2020-04-01 15:36:48,Treadmill Running,3.84,00:20:05,149,159,155,160,5:14,4:46,--,0,0,--,0,0,04:29.27.6,4
Treadmill Running,2020-04-02 15:12:19,Treadmill Running,7.98,00:40:08,143,152,157,165,5:02,4:23,--,0,0,--,0,0,04:56.71.3,8
Treadmill Running,2020-04-06 11:25:04,Treadmill Running,2.97,00:14:52,152,166,156,161,5:00,4:27,--,0,0,--,0,0,04:51.25.1,3
Treadmill Running,2020-04-14 10:42:01,Treadmill Running,2.90,00:15:02,130,146,154,163,5:11,4:36,--,0,0,--,0,0,04:44.73.6,3
Treadmill Running,2020-04-14 11:04:00,Treadmill Running,7.21,00:34:49,158,178,159,163,4:50,3:41,--,0,0,--,0,0,01:03.27.7,8
Treadmill Running,2020-04-15 09:50:46,Treadmill Running,9.01,00:45:34,132,156,157,162,5:03,4:36,--,0,0,--,0,0,00:03.33.8,10
Treadmill Running,2020-04-17 15:26:47,Treadmill Running,4.00,00:20:01,144,171,157,165,5:01,4:12,--,0,0,--,0,0,04:54.57.9,4
Treadmill Running,2020-04-19 16:32:05,Treadmill Running,5.01,00:23:55,167,179,158,167,4:47,3:41,--,0,0,--,0,0,00:01.67.5,6
Treadmill Running,2020-04-19 21:11:47,Treadmill Running,1.51,00:05:49.6,134,174,158,171,3:51,2:52,--,0,0,--,0,0,01:49.63.8,2
Treadmill Running,2020-04-26 15:07:06,Treadmill Running,6.42,00:30:02,144,164,157,171,4:41,3:16,--,0,0,--,0,0,01:58.02.9,7
Treadmill Running,2020-05-04 20:12:55,Treadmill Running,7.92,00:40:02,142,157,156,162,5:03,3:51,--,0,0,--,0,0,04:36.46.4,8
Treadmill Running,2020-05-11 15:13:48,Treadmill Running,6.00,00:28:39,153,176,159,169,4:46,4:07,--,0,0,--,0,0,00:00.66.9,7
Treadmill Running,2020-05-13 19:57:21,Treadmill Running,9.60,00:50:01,143,169,156,163,5:13,4:23,--,0,0,--,0,0,03:06.28.5,10
Treadmill Running,2020-05-21 12:51:48,Treadmill Running,16.62,01:30:01,134,167,156,162,5:25,4:31,--,0,0,--,0,0,03:17.65.1,17
Treadmill Running,2020-05-28 15:13:44,Treadmill Running,5.84,00:30:01,146,171,155,162,5:08,4:00,--,0,0,--,0,0,04:09.93,6
Treadmill Running,2020-06-07 13:47:29,Treadmill Running,10.94,01:00:02,132,143,157,162,5:29,4:05,--,0,0,--,0,0,05:14.79,11
Treadmill Running,2020-06-10 12:19:27,Treadmill Running,5.01,00:27:08,137,163,158,163,5:25,3:36,--,0,0,--,0,0,00:02.70.1,6
Treadmill Running,2020-06-13 15:21:20,Treadmill Running,5.06,00:24:56,144,159,156,165,4:56,3:42,--,0,0,--,0,0,00:41.96,6
Treadmill Running,2020-06-20 14:01:56,Treadmill Running,7.87,00:45:00,133,159,154,163,5:43,4:17,--,0,0,--,0,0,04:55.77.6,8
Treadmill Running,2020-07-01 20:36:13,Treadmill Running,6.02,00:30:02,0,0,155,160,4:59,3:56,--,0,0,--,0,0,00:06.68.4,7
Treadmill Running,2020-07-03 20:53:01,Treadmill Running,4.54,00:24:37,128,182,152,169,5:26,4:24,--,0,0,--,0,0,03:13.13,5
Treadmill Running,2020-07-08 20:19:15,Treadmill Running,5.83,00:30:03,133,144,155,162,5:09,3:53,--,0,0,--,0,0,04:12.80,6
Treadmill Running,2020-07-23 15:02:10,Treadmill Running,9.00,00:45:02,143,159,156,220,5:00,3:27,--,0,0,--,0,0,04:48.76.8,9
Treadmill Running,2020-07-24 15:47:36,Treadmill Running,6.48,00:30:01,151,171,159,165,4:38,3:30,--,0,0,--,0,0,02:13.05.7,7
Treadmill Running,2020-08-01 19:47:46,Treadmill Running,4.18,00:20:01,153,174,154,160,4:47,3:50,--,0,0,--,0,0,00:52.64.5,5
Treadmill Running,2020-08-08 15:15:09,Treadmill Running,4.65,00:20:15,155,170,162,176,4:21,3:42,--,0,0,--,0,0,02:58.58,5
Treadmill Running,2020-08-09 13:32:28,Treadmill Running,4.94,00:25:11,137,152,156,163,5:06,3:58,--,0,0,--,0,0,04:44.17,5
Treadmill Running,2020-08-13 13:26:00,Treadmill Running,17.71,01:30:04,140,156,156,160,5:05,4:04,--,0,0,--,0,0,03:42.34.8,18
Treadmill Running,2020-08-25 14:02:05,Treadmill Running,9.24,00:45:08,153,165,157,175,4:53,3:50,--,0,0,--,0,0,01:11.79.1,10
Treadmill Running,2020-08-26 20:12:25,Treadmill Running,4.64,00:19:37,148,182,159,179,4:14,3:33,--,0,0,--,0,0,02:32.56.3,5
Treadmill Running,2020-09-02 16:16:27,Treadmill Running,6.94,00:30:01,165,184,160,171,4:19,3:29,--,0,0,--,0,0,03:57.07.8,7
Treadmill Running,2020-09-16 15:05:35,Treadmill Running,10.01,00:40:50,160,180,161,171,4:05,3:29,--,0,0,--,0,0,00:01.50.1,11
Treadmill Running,2020-09-25 11:21:49,Treadmill Running,9.44,00:45:01,141,159,156,162,4:46,3:58,--,0,0,--,0,0,02:06.01.8,10
Treadmill Running,2020-09-29 12:25:03,Treadmill Running,6.32,00:30:03,153,174,157,162,4:45,4:03,--,0,0,--,0,0,01:32.43,7
Treadmill Running,2020-10-01 14:06:42,Treadmill Running,9.84,00:45:01,146,171,157,163,4:34,3:51,--,0,0,--,0,0,04:04.59.8,10
Treadmill Running,2020-10-04 20:54:39,Treadmill Running,6.41,00:30:01,142,170,155,163,4:41,3:45,--,0,0,--,0,0,01:53.80.8,7
Treadmill Running,2020-10-14 10:28:22,Treadmill Running,4.04,00:20:02,129,153,153,167,4:57,3:34,--,0,0,--,0,0,00:14.54.5,5
Treadmill Running,2020-10-20 11:48:22,Treadmill Running,2.19,00:10:00,155,171,157,163,4:34,3:54,--,0,0,--,0,0,00:50.70.9,3
Treadmill Running,2020-10-21 17:45:45,Treadmill Running,10.01,00:45:20,151,184,156,169,4:32,3:28,--,0,0,--,0,0,00:01.59.5,11
Treadmill Running,2020-10-22 13:46:20,Treadmill Running,2.79,00:15:02,139,147,156,160,5:23,4:36,--,0,0,--,0,0,04:09.14.3,3
Treadmill Running,2020-10-24 10:42:58,Treadmill Running,3.01,00:12:45,135,159,159,163,4:14,3:50,--,0,0,--,0,0,00:01.38.1,4
Treadmill Running,2020-10-24 11:31:51,Treadmill Running,5.01,00:21:22,168,179,160,167,4:16,3:27,--,0,0,--,0,0,00:01.58.5,6
Treadmill Running,2020-10-26 15:21:45,Treadmill Running,9.74,00:45:03,141,169,154,171,4:38,3:28,--,0,0,--,0,0,03:34.77.2,10
Treadmill Running,2020-11-05 20:29:52,Treadmill Running,9.58,00:47:05,141,167,157,171,4:55,3:26,--,0,0,--,0,0,02:50.94.4,10
Treadmill Running,2020-11-07 13:30:11,Treadmill Running,5.78,00:30:01,145,186,154,158,5:12,4:09,--,0,0,--,0,0,04:05.71.4,6
Treadmill Running,2020-11-08 12:54:52,Treadmill Running,14.57,01:15:02,136,142,154,160,5:09,4:24,--,0,0,--,0,0,02:54.87.1,15
Treadmill Running,2020-11-12 15:13:47,Treadmill Running,9.48,00:47:02,141,167,155,188,4:58,3:04,--,0,0,--,0,0,02:24.80,10
Treadmill Running,2020-11-14 11:59:42,Treadmill Running,5.73,00:30:04,135,159,154,160,5:15,4:54,--,0,0,--,0,0,03:46.88,6
Treadmill Running,2020-11-15 10:38:12,Treadmill Running,15.01,01:16:30,134,153,156,162,5:06,4:24,--,0,0,--,0,0,00:02.07.8,16
Treadmill Running,2020-11-19 15:12:19,Treadmill Running,7.33,00:40:02,141,174,149,162,5:28,3:56,--,0,0,--,0,0,01:42.91.8,8
Treadmill Running,2020-11-21 15:05:59,Treadmill Running,6.01,00:31:01,138,158,154,158,5:10,4:00,--,0,0,--,0,0,00:01.27.9,7
Treadmill Running,2020-11-22 12:12:21,Treadmill Running,11.50,01:00:03,128,143,153,158,5:13,4:25,--,0,0,--,0,0,02:36.67.3,12
Treadmill Running,2020-11-24 12:06:59,Treadmill Running,11.15,01:00:01,141,161,149,157,5:23,4:27,--,0,0,--,0,0,00:46.86.1,12
Treadmill Running,2020-11-26 10:21:53,Treadmill Running,8.09,00:41:03,144,180,152,171,5:04,3:22,--,0,0,--,0,0,00:28.51.1,9
Treadmill Running,2020-11-28 20:57:20,Treadmill Running,5.40,00:30:01,123,138,150,157,5:34,4:06,--,0,0,--,0,0,02:14.37.5,6
Treadmill Running,2020-11-29 14:22:11,Treadmill Running,15.31,01:20:11,132,152,154,158,5:14,4:27,--,0,0,--,0,0,01:36.78.8,16
Treadmill Running,2020-12-05 19:48:23,Treadmill Running,5.76,00:31:24,134,140,150,155,5:27,4:28,--,0,0,--,0,0,04:05.30.9,6
Treadmill Running,2020-12-06 15:09:45,Treadmill Running,11.43,01:00:01,135,155,154,160,5:15,4:05,--,0,0,--,0,0,02:23.13.4,12
Treadmill Running,2020-12-10 13:24:36,Treadmill Running,8.47,00:45:01,137,163,152,175,5:19,3:12,--,0,0,--,0,0,02:33.28.5,9
Treadmill Running,2020-12-12 11:25:02,Treadmill Running,5.67,00:30:01,126,136,153,160,5:18,3:59,--,0,0,--,0,0,03:24.92.5,6
Treadmill Running,2020-12-13 20:41:54,Treadmill Running,11.23,01:00:22,133,139,153,158,5:23,4:23,--,0,0,--,0,0,01:13.66,12
Treadmill Running,2020-12-15 12:49:37,Treadmill Running,7.44,00:40:02,127,148,153,157,5:23,4:41,--,0,0,--,0,0,02:20.66.7,8
Treadmill Running,2020-12-17 19:49:48,Treadmill Running,11.73,01:00:01,139,168,153,169,5:07,3:21,--,0,0,--,0,0,03:53.16,12
Treadmill Running,2020-12-22 15:14:37,Treadmill Running,8.18,00:40:01,141,170,157,179,4:54,3:44,--,0,0,--,0,0,00:54.88,9
Treadmill Running,2020-12-24 15:43:34,Treadmill Running,5.91,00:30:02,127,159,156,169,5:05,3:33,--,0,0,--,0,0,04:29.96.2,6
Treadmill Running,2020-12-27 20:49:50,Treadmill Running,14.02,01:16:05,132,147,154,161,5:26,4:34,--,0,0,--,0,0,00:03.83.2,15
Treadmill Running,2020-12-31 12:06:48,Treadmill Running,8.68,00:45:01,144,173,152,217,5:11,3:35,--,0,0,--,0,0,03:17.58.5,9
Treadmill Running,2021-01-02 14:38:22,Treadmill Running,6.01,00:30:10,140,160,155,160,5:01,4:01,--,0,0,--,0,0,00:02.09.5,7
Treadmill Running,2021-01-03 16:30:47,Treadmill Running,10.05,00:55:01,126,145,151,158,5:29,4:10,--,0,0,--,0,0,00:14.95.8,11
Treadmill Running,2021-01-05 12:40:31,Treadmill Running,11.25,00:55:01,143,176,156,171,4:53,3:25,--,0,0,--,0,0,01:22.10.6,12
Treadmill Running,2021-01-07 20:35:07,Treadmill Running,9.56,00:50:01,0,0,153,163,5:14,4:02,--,0,0,--,0,0,02:38.19.2,10
Treadmill Running,2021-01-09 15:10:10,Treadmill Running,5.43,00:30:01,133,140,152,157,5:32,4:27,--,0,0,--,0,0,02:17.37.6,6
Treadmill Running,2021-01-10 20:09:45,Treadmill Running,17.71,01:30:02,140,169,155,169,5:05,3:26,--,0,0,--,0,0,03:45.67.5,18
Treadmill Running,2021-01-12 09:29:57,Treadmill Running,11.47,00:55:03,139,169,158,175,4:48,3:29,--,0,0,--,0,0,02:26.85.4,12
Treadmill Running,2021-01-14 19:25:31,Treadmill Running,9.88,00:50:01,139,158,154,160,5:04,4:00,--,0,0,--,0,0,04:08.58,10
Treadmill Running,2021-01-16 11:46:09,Treadmill Running,5.62,00:30:01,128,149,152,157,5:20,4:13,--,0,0,--,0,0,03:19.64.5,6
Treadmill Running,2021-01-17 14:27:22,Treadmill Running,17.73,01:30:05,135,163,154,169,5:05,3:33,--,0,0,--,0,0,03:45.39.9,18
Treadmill Running,2021-01-19 09:21:58,Treadmill Running,9.04,00:45:53,0,0,153,169,5:05,3:41,--,0,0,--,0,0,00:59.07.6,10
Treadmill Running,2021-01-21 10:11:21,Treadmill Running,8.48,00:45:03,119,156,154,160,5:19,4:44,--,0,0,--,0,0,02:30.70.3,9
Treadmill Running,2021-01-23 14:31:02,Treadmill Running,5.58,00:30:01,135,168,151,157,5:23,4:36,--,0,0,--,0,0,03:03.92.3,6
Treadmill Running,2021-01-24 14:34:19,Treadmill Running,11.11,01:00:02,122,129,151,157,5:24,4:32,--,0,0,--,0,0,00:34.08.8,12
Treadmill Running,2021-01-26 13:00:42,Treadmill Running,9.64,00:50:04,0,0,150,165,5:12,3:34,--,0,0,--,0,0,03:26.85.2,10
Treadmill Running,2021-01-28 11:26:54,Treadmill Running,10.74,00:54:31,0,0,153,163,5:05,3:50,--,0,0,--,0,0,03:49.87.8,11
Treadmill Running,2021-01-30 20:17:14,Treadmill Running,5.45,00:30:01,128,167,149,155,5:31,4:45,--,0,0,--,0,0,02:29.30,6
Treadmill Running,2021-01-31 12:22:58,Treadmill Running,18.39,01:35:01,139,176,154,169,5:10,3:46,--,0,0,--,0,0,02:01.47.5,19
Treadmill Running,2021-02-02 13:34:40,Treadmill Running,11.69,01:00:01,133,166,153,165,5:08,3:39,--,0,0,--,0,0,03:42.28.3,12
Treadmill Running,2021-02-04 11:00:58,Treadmill Running,10.67,00:55:09,132,161,151,163,5:10,3:42,--,0,0,--,0,0,03:31.55,11
Treadmill Running,2021-02-05 11:18:05,Treadmill Running,20.27,01:45:01,134,168,153,171,5:11,3:34,--,0,0,--,0,0,01:22.04.1,21
Treadmill Running,2021-02-06 12:31:20,Treadmill Running,5.62,00:30:02,136,164,153,158,5:21,4:24,--,0,0,--,0,0,03:17.34.5,6
Treadmill Running,2021-02-09 11:07:46,Treadmill Running,9.08,00:49:01,130,159,150,173,5:24,3:33,--,0,0,--,0,0,02:41.16.4,10
Treadmill Running,2021-02-11 10:49:15,Treadmill Running,4.44,00:19:00,170,183,160,169,4:17,3:35,--,0,0,--,0,0,01:49.07.9,5
Treadmill Running,2021-03-02 20:23:56,Treadmill Running,10.50,00:54:43,138,156,152,184,5:13,2:46,--,0,0,--,0,0,00:34.62.7,12
Treadmill Running,2021-03-04 14:47:46,Treadmill Running,8.89,00:45:03,138,148,155,160,5:04,4:24,--,0,0,--,0,0,04:24.63.5,9
Treadmill Running,2021-03-28 13:37:35,Treadmill Running,10.99,01:00:02,134,146,153,186,5:28,4:21,--,0,0,--,0,0,05:17.89.4,11
Treadmill Running,2021-05-08 14:12:10,Treadmill Running,5.77,00:30:01,0,0,152,158,5:12,4:29,--,0,0,--,0,0,03:56.23.3,6
